complaint_id,complaint_text,category,submitted_via,created_date,cleaned_text
122635,Refund for!! cancelled purchase has not been received no response from support,Billing,Phone,18-04-2024,refund cancel purchase receive response support
122636,Someone else accessed my GAME-ON account need!! urgent help,Account Management,Phone,20-09-2024,someone else access game account need urgent help
122637,Subscription payment succeeded?? but premium features are locked need urgent help,Billing,Chat,20-05-2024,subscription payment succeed premium feature lock need urgent help
122638,GAME-ON crashes every time I try to start a match no response from support,Technical Support,Website,13-09-2024,game crash every time try start match response support
122639,In-game rewards are not credited after completing missions no response from support,Product Issue,Phone,16-08-2024,game reward credit complete mission response support
122640,Poor<br>service and lack of proper support this is unacceptable,Other,Chat,03-04-2024,poor service lack proper support unacceptable
122641,<i>Matchmaking is... unfair and places me with very high-level players happening for the last 3 days</i>,Product Issue,Email,11-01-2024,matchmaking unfair place high level player happen last day
122642,<p>Billing amount is higher than what was shown in the app happening for the last 3 days</p>,Billing,Phone,21-05-2024,billing amount high show app happen last day
122643,<i>Billing<br>amount is higher than what was shown in the app this is unacceptable</i>,Billing,Email,10-04-2024,billing amount high show app unacceptable
122644,Matchmaking is unfair and places me with very high-level players happening for the last 3 days,Product Issue,Email,03-06-2024,matchmaking unfair place high level player happen last day
122645,<i>Customer support is not## responding to my tickets this is unacceptable</i>,Other,Phone,28-04-2024,customer support respond ticket unacceptable
122646,In-game rewards are not credited after completing missions need## urgent help,Product Issue,Chat,26-08-2024,game reward credit complete mission need urgent help
122647,<i>Unexpected charges appeared on my GAME-ON account this is unacceptable</i>,Billing,Chat,27-08-2024,unexpected charge appear game account unacceptable
122648,<i>Daily<br>challenges are missing in GAME-ON this is unacceptable</i>,Product Issue,Website,05-04-2024,daily challenge miss game unacceptable
122649,Game advertisements are too frequent and annoying no response... from support,Other,Phone,11-03-2024,game advertisement frequent annoying response support
122650,The<br>app experience has worsened after... recent updates this is unacceptable,Other,Website,28-09-2024,app experience worsen recent update unacceptable
122651,Lost access to my? account after recent update no response from support,Account Management,Chat,07-05-2024,lose access account recent update response support
122652,Money was deducted but game coins## were not credited happening for the last 3 days,Billing,Phone,15-01-2024,money deduct game coin credit happen last day
122653,Account progress disappeared after logging in no response. from support,Account Management,Email,24-10-2024,account progress disappear log response support
122654,<p>Game<br>updates fail to install properly need!! urgent help</p>,Technical Support,Email,09-03-2024,game update fail install properly need urgent help
122655,Lost access to my account after recent. update need urgent help,Account Management,Chat,07-03-2024,lose access account recent update need urgent help
122656,Matchmaking is unfair and places... me with very high-level players no response from support,Product Issue,Website,23-10-2024,matchmaking unfair place high level player response support
122657,High ping and severe lag while playing online matches no response from support,Technical Support,Phone,02-04-2024,high ping severe lag play online match response support
122658,"Password reset email is not arriving, this is unacceptable",Account Management,Website,03-08-2024,password reset email arrive unacceptable
122659,Account progress disappeared after logging in this is unacceptable,Account Management,Phone,14-09-2024,account progress disappear log unacceptable
122660,<p>Password reset email!! is not arriving need urgent help</p>,Account Management,Website,19-07-2024,password reset email arrive need urgent help
122661,<i>Unable to link my social media account to GAME-ON need urgent. help</i>,Account Management,Website,05-01-2024,unable link social medium account game need urgent help
122662,Need clarification about GAME-ON policies no response from support,Other,Website,12-08-2024,need clarification game policy response support
122663,"<i>I want to give, feedback about the game please resolve asap</i>",Other,Chat,20-10-2024,want give feedback game please resolve asap
122664,<p>In-game<br>rewards are not credited after completing... missions please resolve asap</p>,Product Issue,Phone,27-10-2024,game reward credit complete mission please resolve asap
122665,"<b>Game<br>characters are unbalanced and unfair, need urgent help</b>",Product Issue,Email,12-07-2024,game character unbalanced unfair need urgent help
122666,<p>Achievements<br>are not unlocking... as expected no response from support</p>,Product Issue,Website,24-05-2024,achievement unlock expect response support
122667,Unable to link my social media account to## GAME-ON need urgent help,Account Management,Phone,24-04-2024,unable link social medium account game need urgent help
122668,Voice<br>chat is not working during multiplayer! games need urgent help,Technical Support,Phone,17-01-2024,voice chat work multiplayer game need urgent help
122669,Billing amount is higher than what was! shown in the app need urgent help,Billing,Website,03-05-2024,billing amount high show app need urgent help
122670,<b>Money<br>was deducted but game coins were not credited this?? is unacceptable</b>,Billing,Email,30-05-2024,money deduct game coin credit unacceptable
